  -2.0000000e-13  -3.6873199e+06
  -1.9980459e-13  -8.0251611e+06
  -1.9960918e-13  -8.8998033e+06
  -1.9941378e-13  -6.3559588e+06
  -1.9921837e-13  -2.4678005e+06
  -1.9902296e-13   3.2201013e+05
  -1.9882755e-13   1.0242570e+06
  -1.9863214e-13   6.3957271e+05
  -1.9843674e-13   1.0295574e+06
  -1.9824133e-13   3.1072018e+06
  -1.9804592e-13   5.8790136e+06
  -1.9785051e-13   7.1573541e+06
  -1.9765511e-13   5.3728940e+06
  -1.9745970e-13   9.9299143e+05
  -1.9726429e-13  -3.6476062e+06
  -1.9706888e-13  -6.0129622e+06
  -1.9687347e-13  -5.2167701e+06
  -1.9667807e-13  -2.5851678e+06
  -1.9648266e-13  -4.9417385e+05
  -1.9628725e-13  -4.3463891e+05
  -1.9609184e-13  -1.8721347e+06
  -1.9589643e-13  -2.8091911e+06
  -1.9570103e-13  -1.5628150e+06
  -1.9550562e-13   1.7204769e+06
  -1.9531021e-13   5.0692962e+06
  -1.9511480e-13   6.2191891e+06
  -1.9491939e-13   4.4230808e+06
  -1.9472399e-13   1.0573627e+06
  -1.9452858e-13  -1.4792220e+06
  -1.9433317e-13  -1.6820091e+06
  -1.9413776e-13  -1.1112288e+05
  -1.9394235e-13   1.1392400e+06
  -1.9374695e-13   2.4051512e+05
  -1.9355154e-13  -2.7729144e+06
  -1.9335613e-13  -5.9211236e+06
  -1.9316072e-13  -6.7937120e+06
  -1.9296532e-13  -4.4465071e+06
  -1.9276991e-13  -1.5328085e+05
  -1.9257450e-13   3.5842239e+06
  -1.9237909e-13   4.9534253e+06
  -1.9218368e-13   4.1188310e+06
  -1.9198828e-13   2.8549256e+06
  -1.9179287e-13   2.8641826e+06
  -1.9159746e-13   4.2024029e+06
  -1.9140205e-13   5.1445342e+06
  -1.9120664e-13   3.6348149e+06
  -1.9101124e-13  -8.5243879e+05
  -1.9081583e-13  -6.5807943e+06
  -1.9062042e-13  -1.0596265e+07
  -1.9042501e-13  -1.0767844e+07
  -1.9022960e-13  -7.2380341e+06
  -1.9003420e-13  -2.1695359e+06
  -1.8983879e-13   1.9607706e+06
  -1.8964338e-13   4.1217264e+06
  -1.8944797e-13   5.1420312e+06
  -1.8925256e-13   6.5169199e+06
  -1.8905716e-13   8.6843387e+06
  -1.8886175e-13   1.0286902e+07
  -1.8866634e-13   9.1136942e+06
  -1.8847093e-13   4.0051182e+06
  -1.8827553e-13  -3.8366238e+06
  -1.8808012e-13  -1.1261508e+07
  -1.8788471e-13  -1.5080800e+07
  -1.8768930e-13  -1.4048664e+07
  -1.8749389e-13  -9.4335402e+06
  -1.8729849e-13  -3.8175461e+06
  -1.8710308e-13   8.4559986e+05
  -1.8690767e-13   4.3463733e+06
  -1.8671226e-13   7.6836632e+06
  -1.8651685e-13   1.1453718e+07
  -1.8632145e-13   1.4644227e+07
  -1.8612604e-13   1.4975052e+07
  -1.8593063e-13   1.0621644e+07
  -1.8573522e-13   1.9584124e+06
  -1.8553981e-13  -8.1397435e+06
  -1.8534441e-13  -1.5800124e+07
  -1.8514900e-13  -1.8403733e+07
  -1.8495359e-13  -1.5938702e+07
  -1.8475818e-13  -1.0521215e+07
  -1.8456277e-13  -4.5877784e+06
  -1.8436737e-13   7.3610621e+05
  -1.8417196e-13   5.8220108e+06
  -1.8397655e-13   1.1272123e+07
  -1.8378114e-13   1.6432191e+07
  -1.8358574e-13   1.9108481e+07
  -1.8339033e-13   1.6897931e+07
  -1.8319492e-13   9.1517368e+06
  -1.8299951e-13  -2.0213886e+06
  -1.8280410e-13  -1.2623005e+07
  -1.8260870e-13  -1.8970043e+07
  -1.8241329e-13  -1.9658325e+07
  -1.8221788e-13  -1.5902639e+07
  -1.8202247e-13  -1.0149457e+07
  -1.8182706e-13  -4.1836532e+06
  -1.8163166e-13   1.7411260e+06
  -1.8143625e-13   8.1573132e+06
  -1.8124084e-13   1.4829640e+07
  -1.8104543e-13   1.9896880e+07
  -1.8085002e-13   2.0633238e+07
  -1.8065462e-13   1.5370696e+07
  -1.8045921e-13   5.0795022e+06
  -1.8026380e-13  -6.7283636e+06
  -1.8006839e-13  -1.5840916e+07
  -1.7987298e-13  -1.9647005e+07
  -1.7967758e-13  -1.8259078e+07
  -1.7948217e-13  -1.3754466e+07
  -1.7928676e-13  -8.2945396e+06
  -1.7909135e-13  -2.6943787e+06
  -1.7889595e-13   3.4626042e+06
  -1.7870054e-13   1.0426537e+07
  -1.7850513e-13   1.6967323e+07
  -1.7830972e-13   2.0454076e+07
  -1.7811431e-13   1.8458019e+07
  -1.7791891e-13   1.0682110e+07
  -1.7772350e-13  -3.5299409e+05
  -1.7752809e-13  -1.0528548e+07
  -1.7733268e-13  -1.6442380e+07
  -1.7713727e-13  -1.7155884e+07
  -1.7694187e-13  -1.4166154e+07
  -1.7674646e-13  -9.7902133e+06
  -1.7655105e-13  -5.3556696e+06
  -1.7635564e-13  -6.4676031e+05
  -1.7616023e-13   5.0655638e+06
  -1.7596483e-13   1.1441191e+07
  -1.7576942e-13   1.6443250e+07
  -1.7557401e-13   1.7370245e+07
  -1.7537860e-13   1.2833266e+07
  -1.7518319e-13   4.1007503e+06
  -1.7498779e-13  -5.3474538e+06
  -1.7479238e-13  -1.1833928e+07
  -1.7459697e-13  -1.3609645e+07
  -1.7440156e-13  -1.1548569e+07
  -1.7420616e-13  -7.9973366e+06
  -1.7401075e-13  -4.8017618e+06
  -1.7381534e-13  -2.1174467e+06
  -1.7361993e-13   1.1107998e+06
  -1.7342452e-13   5.5389602e+06
  -1.7322912e-13   1.0170147e+07
  -1.7303371e-13   1.2639339e+07
  -1.7283830e-13   1.0913145e+07
  -1.7264289e-13   5.0533107e+06
  -1.7244748e-13  -2.4376929e+06
  -1.7225208e-13  -8.0783683e+06
  -1.7205667e-13  -9.6284873e+06
  -1.7186126e-13  -7.4017139e+06
  -1.7166585e-13  -3.7126614e+06
  -1.7147044e-13  -9.6580377e+05
  -1.7127504e-13   6.5653154e+04
  -1.7107963e-13   4.3999876e+05
  -1.7088422e-13   1.6788368e+06
  -1.7068881e-13   4.0757473e+06
  -1.7049340e-13   6.1715849e+06
  -1.7029800e-13   5.8882331e+06
  -1.7010259e-13   2.3985433e+06
  -1.6990718e-13  -2.8502682e+06
  -1.6971177e-13  -6.8950000e+06
  -1.6951637e-13  -7.2940100e+06
  -1.6932096e-13  -3.8830543e+06
  -1.6912555e-13   1.1219985e+06
  -1.6893014e-13   4.7535002e+06
  -1.6873473e-13   5.3730667e+06
  -1.6853933e-13   3.6006451e+06
  -1.6834392e-13   1.4460527e+06
  -1.6814851e-13   4.5434443e+05
  -1.6795310e-13   4.4406179e+05
  -1.6775769e-13  -1.2187397e+05
  -1.6756229e-13  -2.4852785e+06
  -1.6736688e-13  -6.1081364e+06
  -1.6717147e-13  -8.6896537e+06
  -1.6697606e-13  -7.7877600e+06
  -1.6678065e-13  -2.8005522e+06
  -1.6658525e-13   4.2904835e+06
  -1.6638984e-13   1.0070167e+07
  -1.6619443e-13   1.1899540e+07
  -1.6599902e-13   9.5213274e+06
  -1.6580362e-13   4.8898421e+06
  -1.6560821e-13   4.6941110e+05
  -1.6541280e-13  -2.5659755e+06
  -1.6521739e-13  -4.7935722e+06
  -1.6502198e-13  -7.3897958e+06
  -1.6482658e-13  -1.0458421e+07
  -1.6463117e-13  -1.2372361e+07
  -1.6443576e-13  -1.0810800e+07
  -1.6424035e-13  -4.7293772e+06
  -1.6404494e-13   4.3437393e+06
  -1.6384954e-13   1.2829713e+07
  -1.6365413e-13   1.7168675e+07
  -1.6345872e-13   1.5939258e+07
  -1.6326331e-13   1.0481633e+07
  -1.6306790e-13   3.6485855e+06
  -1.6287250e-13  -2.2456415e+06
  -1.6267709e-13  -6.6512321e+06
  -1.6248168e-13  -1.0319124e+07
  -1.6228627e-13  -1.3724083e+07
  -1.6209086e-13  -1.5877840e+07
  -1.6189546e-13  -1.4686627e+07
  -1.6170005e-13  -8.6727089e+06
  -1.6150464e-13   1.3356037e+06
  -1.6130923e-13   1.2021816e+07
  -1.6111383e-13   1.9239270e+07
  -1.6091842e-13   2.0386175e+07
  -1.6072301e-13   1.5784549e+07
  -1.6052760e-13   8.1074449e+06
  -1.6033219e-13   3.9763581e+05
  -1.6013679e-13  -5.7418652e+06
  -1.5994138e-13  -1.0451106e+07
  -1.5974597e-13  -1.4380884e+07
  -1.5955056e-13  -1.7176697e+07
  -1.5935515e-13  -1.7135587e+07
  -1.5915975e-13  -1.2458786e+07
  -1.5896434e-13  -3.1111132e+06
  -1.5876893e-13   8.3149281e+06
  -1.5857352e-13   1.7619404e+07
  -1.5837811e-13   2.1308785e+07
  -1.5818271e-13   1.8560631e+07
  -1.5798730e-13   1.1430341e+07
  -1.5779189e-13   3.2317552e+06
  -1.5759648e-13  -3.6022514e+06
  -1.5740107e-13  -8.5608357e+06
  -1.5720567e-13  -1.2359468e+07
  -1.5701026e-13  -1.5322649e+07
  -1.5681485e-13  -1.6393143e+07
  -1.5661944e-13  -1.3733975e+07
  -1.5642404e-13  -6.4837439e+06
  -1.5622863e-13   3.8321757e+06
  -1.5603322e-13   1.3551903e+07
  -1.5583781e-13   1.8811947e+07
  -1.5564240e-13   1.7824175e+07
  -1.5544700e-13   1.1828545e+07
  -1.5525159e-13   4.0488993e+06
  -1.5505618e-13  -2.5001773e+06
  -1.5486077e-13  -6.6757886e+06
  -1.5466536e-13  -9.1710415e+06
  -1.5446996e-13  -1.1034456e+07
  -1.5427455e-13  -1.2159830e+07
  -1.5407914e-13  -1.1121567e+07
  -1.5388373e-13  -6.5358968e+06
  -1.5368832e-13   1.2224432e+06
  -1.5349292e-13   9.4981586e+06
  -1.5329751e-13   1.4655520e+07
  -1.5310210e-13   1.4344603e+07
  -1.5290669e-13   9.0439307e+06
  -1.5271128e-13   1.6984657e+06
  -1.5251588e-13  -4.2720137e+06
  -1.5232047e-13  -7.0801731e+06
  -1.5212506e-13  -7.2481913e+06
  -1.5192965e-13  -6.4956723e+06
  -1.5173425e-13  -5.9123118e+06
  -1.5153884e-13  -5.0055785e+06
  -1.5134343e-13  -2.4085571e+06
  -1.5114802e-13   2.4140985e+06
  -1.5095261e-13   8.0094621e+06
  -1.5075721e-13   1.1459410e+07
  -1.5056180e-13   1.0327306e+07
  -1.5036639e-13   4.5513200e+06
  -1.5017098e-13  -3.2361690e+06
  -1.4997557e-13  -9.2924898e+06
  -1.4978017e-13  -1.1104168e+07
  -1.4958476e-13  -8.7577470e+06
  -1.4938935e-13  -4.4022494e+06
  -1.4919394e-13  -3.6990692e+05
  -1.4899853e-13   2.4675776e+06
  -1.4880313e-13   4.8197317e+06
  -1.4860772e-13   7.6172540e+06
